Id,DayOfExperiment,ExperimentDates,StartMeasureTime,EndMeasureTime,MeasureInSeconds,2MinutesMeanEDA,ValidMeanEDA,AverageHeartRate,StartHeartRate,EndHeartRate
sub_026,11.0,2022-08-14,2022-08-14 16:42:38,2022-08-14 16:44:39,120000.0,24.281752141316733,28.62705947413589,67.0,64.0,72.0
sub_026,11.0,2022-08-14,2022-08-14 16:42:38,2022-08-14 16:44:39,120000.0,24.294390694300333,28.642881701690985,,64.0,70.0
sub_026,11.0,2022-08-14,2022-08-14 16:42:38,2022-08-14 16:44:39,180000.0,23.484474073137555,28.414280819892884,,55.0,70.0
sub_028,16.0,2022-12-23,2022-12-23 10:43:33,2022-12-23 10:45:34,120000.0,25.030548556645712,29.230525608062745,80.0,76.0,85.0
sub_028,16.0,2022-12-23,2022-12-23 10:43:33,2022-12-23 10:45:34,120000.0,24.842717981338502,29.06480413675308,,80.0,88.0
sub_028,16.0,2022-12-23,2022-12-23 10:43:33,2022-12-23 10:45:34,120000.0,24.87999265988668,29.058688240051268,,79.0,86.0
sub_028,16.0,2022-12-23,2022-12-23 10:43:33,2022-12-23 10:45:34,120000.0,24.98559652964274,29.4670439934244,,74.0,85.0
sub_028,16.0,2022-12-23,2022-12-23 10:43:33,2022-12-23 10:45:34,120000.0,24.26650439898173,28.60879720822729,,81.0,87.0
sub_028,16.0,2022-12-23,2022-12-23 10:43:33,2022-12-23 10:45:34,120000.0,24.532014830907187,28.66804754854453,92.0,89.0,91.0
sub_028,16.0,2022-12-23,2022-12-23 10:43:33,2022-12-23 10:45:34,120000.0,24.30925114949544,28.39204609394073,,85.0,85.0
sub_028,16.0,2022-12-23,2022-12-23 10:43:33,2022-12-23 10:45:34,120000.0,24.63438984553019,29.064274632200902,,90.0,84.0
sub_028,16.0,2022-12-23,2022-12-23 10:43:33,2022-12-23 10:45:34,120000.0,24.662372875213624,28.81352678934733,,83.0,80.0
sub_028,16.0,2022-12-23,2022-12-23 10:43:33,2022-12-23 10:45:34,120000.0,24.269936577479044,28.35015980884282,84.0,85.0,82.0
sub_028,16.0,2022-12-23,2022-12-23 10:43:33,2022-12-23 10:45:34,120000.0,24.43863855997721,28.55195999145508,,81.0,83.0
sub_028,16.0,2022-12-23,2022-12-23 10:43:33,2022-12-23 10:45:34,120000.0,24.437818384170534,28.533902854919432,,77.0,84.0
sub_028,16.0,2022-12-23,2022-12-23 10:43:33,2022-12-23 10:45:34,120000.0,24.95015641848246,29.13597719192505,81.0,79.0,83.0
sub_028,16.0,2022-12-23,2022-12-23 10:43:33,2022-12-23 10:45:34,120000.0,24.22439398765564,28.554087956746415,89.0,92.0,90.0
sub_028,16.0,2022-12-23,2022-12-23 10:43:33,2022-12-23 10:45:34,120000.0,24.617717107137043,28.79620585490748,,83.0,85.0
sub_028,16.0,2022-12-23,2022-12-23 10:43:33,2022-12-23 10:45:34,120000.0,24.76130665143331,28.994951367378235,,79.0,84.0
sub_028,16.0,2022-12-23,2022-12-23 10:43:33,2022-12-23 10:45:34,120000.0,24.63371373812357,28.764109554290773,,78.0,92.0
sub_028,16.0,2022-12-23,2022-12-23 10:43:33,2022-12-23 10:45:34,120000.0,1.2899597051869267,28.91365299622218,124.0,82.0,145.0
sub_028,16.0,2022-12-23,2022-12-23 10:43:33,2022-12-23 10:45:34,120000.0,24.57793261210124,28.69188331604004,,83.0,85.0
sub_028,16.0,2022-12-23,2022-12-23 10:43:33,2022-12-23 10:45:34,120000.0,24.481426382064814,28.6042278944844,,88.0,86.0
sub_028,16.0,2022-12-23,2022-12-23 10:43:33,2022-12-23 10:45:34,120000.0,24.818651644388837,29.023393319577583,,78.0,84.0
sub_028,16.0,2022-12-23,2022-12-23 10:43:33,2022-12-23 10:45:34,120000.0,24.63417580922445,28.777299861318056,,86.0,85.0
sub_028,16.0,2022-12-23,2022-12-23 10:43:33,2022-12-23 10:45:34,120000.0,24.611531607309978,28.732992694252417,,79.0,83.0
sub_028,16.0,2022-12-23,2022-12-23 10:43:33,2022-12-23 10:45:34,120000.0,24.31475987434387,28.40831296130864,,79.0,86.0
sub_028,16.0,2022-12-23,2022-12-23 10:43:33,2022-12-23 10:45:34,120000.0,24.24875194231669,28.872865715805364,,77.0,79.0
sub_028,16.0,2022-12-23,2022-12-23 10:43:33,2022-12-23 10:45:34,120000.0,24.835328404108683,29.01196308328648,81.0,77.0,85.0
sub_028,16.0,2022-12-23,2022-12-23 10:43:33,2022-12-23 10:45:34,120000.0,24.86726417541504,29.087286910232237,,79.0,84.0
sub_028,16.0,2022-12-23,2022-12-23 10:43:33,2022-12-23 10:45:34,120000.0,24.568060715993244,28.68530157089233,,79.0,89.0
sub_028,16.0,2022-12-23,2022-12-23 10:43:33,2022-12-23 10:45:34,120000.0,24.77642250061035,28.96134111958165,86.0,86.0,86.0
sub_028,16.0,2022-12-23,2022-12-23 10:43:33,2022-12-23 10:45:34,120000.0,24.445741399129236,28.570541422417826,,90.0,87.0
sub_028,16.0,2022-12-23,2022-12-23 10:43:33,2022-12-23 10:45:34,120000.0,24.74366876284281,28.934595029378677,,78.0,82.0
sub_028,16.0,2022-12-23,2022-12-23 10:43:33,2022-12-23 10:45:34,120000.0,24.46164962450663,28.55792179107666,84.0,83.0,85.0
sub_028,16.0,2022-12-23,2022-12-23 10:43:33,2022-12-23 10:45:34,120000.0,24.35697841644287,28.48209437545465,,80.0,85.0
sub_028,16.0,2022-12-23,2022-12-23 10:43:33,2022-12-23 10:45:34,120000.0,23.333590866088866,28.65461821507926,,76.0,74.0
sub_028,16.0,2022-12-23,2022-12-23 10:43:33,2022-12-23 10:45:34,120000.0,23.99191198348999,28.000370492740554,,97.0,88.0
sub_028,16.0,2022-12-23,2022-12-23 10:43:33,2022-12-23 10:45:34,120000.0,24.127739191055294,28.16994501619923,,96.0,92.0
sub_028,16.0,2022-12-23,2022-12-23 10:43:33,2022-12-23 10:45:34,120000.0,23.83571286201477,27.83109121322632,,110.0,96.0
sub_028,16.0,2022-12-23,2022-12-23 10:43:33,2022-12-23 10:45:34,120000.0,24.067461061477665,28.13474219185965,,96.0,91.0
sub_028,16.0,2022-12-23,2022-12-23 10:43:33,2022-12-23 10:45:34,120000.0,24.193436940511067,28.228505586322985,,80.0,85.0
sub_028,16.0,2022-12-23,2022-12-23 10:43:33,2022-12-23 10:45:34,120000.0,24.597517013549805,28.70468442193393,88.0,91.0,90.0
sub_028,16.0,2022-12-23,2022-12-23 10:43:33,2022-12-23 10:45:34,120000.0,25.074823681513468,29.34586444653963,83.0,78.0,84.0
sub_028,16.0,2022-12-23,2022-12-23 10:43:33,2022-12-23 10:45:34,120000.0,23.524968576431277,28.55268946937893,87.0,88.0,87.0
sub_028,16.0,2022-12-23,2022-12-23 10:43:33,2022-12-23 10:45:34,120000.0,23.827109972635903,27.84476146292179,82.0,79.0,84.0
sub_028,16.0,2022-12-23,2022-12-23 10:43:33,2022-12-23 10:45:34,120000.0,24.346637964248657,28.42440276243249,,86.0,85.0
sub_028,16.0,2022-12-23,2022-12-23 10:43:33,2022-12-23 10:45:34,120000.0,23.997555510203043,28.3339174181916,,70.0,83.0
sub_028,16.0,2022-12-23,2022-12-23 10:43:33,2022-12-23 10:45:34,120000.0,24.444617573420206,28.53932034239477,,107.0,97.0
sub_028,16.0,2022-12-23,2022-12-23 10:43:33,2022-12-23 10:45:34,120000.0,24.297814671198527,28.39314126968384,76.0,69.0,81.0
